Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación:PASABAR
,Departamento:LAMBAYEQUE,Provincia:LAMBAYEQUE,Distrito:OLMOS
,Latitud:5Â°50'14'',Longitud:79Â°49'8.69'',Altitud:124,msnm.
,Tipo:CP,-Meteorológica,Código:105076
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2019-06-01,33.5
,17,71.6,0.0
2019-06-02,31.5
,15.8,76.4,0.0
2019-06-03,32
,14.2,76.7,0.0
2019-06-04,31.6
,14.8,73.5,0.0
2019-06-05,32.6
,13.5,74.1,0.0
2019-06-06,33.6
,16.5,72.8,0.0
2019-06-07,32.2
,16.2,73.8,0.0
2019-06-08,34
,16,70.6,0.0
2019-06-09,34.1
,15.8,73.3,0.0
2019-06-10,33.5
,15.9,75.2,0.0
2019-06-11,29
,17.4,80.8,0.0
2019-06-12,29.5
,16.8,77.8,0.0
2019-06-13,30
,15.4,75.2,0.0
2019-06-14,31
,15,72.7,0.0
2019-06-15,32
,15.4,73.4,0.0
2019-06-16,31.8
,17.4,75.2,0.0
2019-06-17,30.5
,15,74.8,0.0
2019-06-18,30
,15.4,76.3,0.0
2019-06-19,29
,13,74.1,0.0
2019-06-20,31.5
,15.4,77.2,0.0
2019-06-21,28.5
,16.4,81.1,0.0
2019-06-22,32
,12.2,76.1,0.0
2019-06-23,31.2
,17.2,74.5,0.0
2019-06-24,32
,12.8,76.2,0.0
2019-06-25,30.6
,12.2,73.9,0.0
2019-06-26,31.5
,14,74.6,0.0
2019-06-27,32.6
,13.4,79.6,0.0
2019-06-28,33
,13.2,78.5,0.0
2019-06-29,24.6
,17.4,87.1,0.0
2019-06-30,30.5
,15.8,78.9,0.0
