Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación:PASABAR
,Departamento:LAMBAYEQUE,Provincia:LAMBAYEQUE,Distrito:OLMOS
,Latitud:5Â°50'14'',Longitud:79Â°49'8.69'',Altitud:124,msnm.
,Tipo:CP,-Meteorológica,Código:105076
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2019-02-01,34
,22.4,75.1,0.0
2019-02-02,32.8
,23.5,75.5,0.0
2019-02-03,30.6
,24.2,75.5,0.0
2019-02-04,32.5
,23,77.3,1.2
2019-02-05,34.5
,22,73.0,0.0
2019-02-06,33
,24.4,72.7,1.0
2019-02-07,30
,23.2,80.4,1.6
2019-02-08,32.2
,23,85.5,37.8
2019-02-09,31.1
,22.2,87.7,15.0
2019-02-10,29.5
,23.4,85.9,0.0
2019-02-11,31.7
,21.2,80.9,0.5
2019-02-12,30.6
,23,83.8,0.0
2019-02-13,34
,21.8,73.3,0.0
2019-02-14,32
,23.2,79.4,5.1
2019-02-15,32.1
,22,82.3,0.7
2019-02-16,36.2
,22.4,72.3,0.0
2019-02-17,33.7
,23.5,73.8,6.5
2019-02-18,31.5
,23,83.7,45.3
2019-02-19,29
,22.2,89.1,9.6
2019-02-20,33
,22.3,82.3,2.2
2019-02-21,34.2
,23.4,77.5,0.0
2019-02-22,34.6
,22.6,76.3,0.0
2019-02-23,30.5
,23.2,88.1,13.6
2019-02-24,30
,22.4,90.1,66.5
2019-02-25,34
,21.2,87.3,19.2
2019-02-26,34.2
,21.5,81.1,0.0
2019-02-27,33.4
,22.8,81.8,1.9
2019-02-28,32.5
,21,86.1,0.8
